city,state,country,shape,duration (seconds),duration (hours/min),date posted,latitude,longitude,date,time
san diego,ca,United States,sphere,240.0,4 minutes,10/30/2012,32.7152778,-117.1563889,10/10/2012,18:56
sterling heights,mi,United States,oval,120.0,1-2 minutes,10/30/2012,42.5802778,-83.0302778,10/10/2012,19:09
syracuse,ny,United States,light,900.0,15 minutes,10/30/2012,43.0480556,-76.1477778,10/10/2012,19:40
syracuse,ny,United States,circle,240.0,4 minutes,10/30/2012,43.0480556,-76.1477778,10/10/2012,19:45
colorado springs,co,United States,light,20.0,15 to 20 seconds,10/30/2012,38.8338889,-104.8208333,10/10/2012,20:00
moundville,al,United States,changing,240.0,4 minutes,10/30/2012,32.9975,-87.63,10/10/2012,20:00
new york city (bronx),ny,United States,disk,1800.0,30 minutes,10/30/2012,40.7141667,-74.0063889,10/10/2012,20:15
mount albert (canada),on,Canada,triangle,30.0,30 seconds,10/30/2012,44.136076,-79.308339,10/10/2012,20:17
las cruces,nm,United States,fireball,120.0,1-2 minutes,10/30/2012,32.3122222,-106.7777778,10/10/2012,20:30
marion,il,United States,light,240.0,2 to 4 minutes,10/30/2012,37.7305556,-88.9330556,10/10/2012,20:30
san jose,ca,United States,other,6.0,5-6 seconds,10/30/2012,37.3394444,-121.8938889,10/10/2012,20:30
phoenix,az,United States,sphere,300.0,5 minutes,10/30/2012,33.4483333,-112.0733333,10/10/2012,20:45
yakima,wa,United States,light,240.0,4 minutes,10/30/2012,46.6022222,-120.5047222,10/10/2012,20:48
austin,tx,United States,changing,1200.0,15-20 minutes,12/20/2012,30.2669444,-97.7427778,10/10/2012,21:00
bean station,tn,United States,cigar,180.0,3 minutes,10/30/2012,36.3436111,-83.2841667,10/10/2012,21:00
rochester,wa,United States,light,600.0,10 minutes,11/19/2012,46.8219444,-123.095,10/10/2012,21:00
suffern,ny,United States,cylinder,20.0,20 seconds +,10/30/2012,41.1147222,-74.15,10/10/2012,23:01
rancho mirage,ca,United States,rectangle,5.0,5 seconds,10/30/2012,33.7397222,-116.4119444,10/10/2012,23:20
clifton,nj,United States,light,60.0,<1 minute,10/14/2013,40.858433,-74.163755,10/10/2013,00:00
palm harbor,fl,United States,chevron,5.0,5 seconds,10/14/2013,28.0777778,-82.7638889,10/10/2013,02:32
aurburn,ky,United States,triangle,600.0,10 minutes,10/14/2013,36.864209,-86.710273,10/10/2013,05:00
st. louis county,mo,United States,light,10800.0,2-3 hours,10/23/2013,38.6272222,-90.1977778,10/10/2013,17:00
ottawa (canada),on,Canada,light,10.0,10 seconds,10/14/2013,45.416667,-75.7,10/10/2013,17:10
rittman,oh,United States,light,60.0,1 minute,10/14/2013,40.9780556,-81.7822222,10/10/2013,19:00
harvey station (canada),nb,Canada,light,120.0,2 minutes,10/23/2013,45.716667,-67.0,10/10/2013,19:15
essex junction,vt,United States,light,120.0,2 minutes,10/14/2013,44.4905556,-73.1113889,10/10/2013,19:20
kenner,la,United States,circle,600.0,10 minutes,10/14/2013,29.9938889,-90.2416667,10/10/2013,19:20
drexel,oh,United States,circle,300.0,5 minutes,10/14/2013,39.7463889,-84.2866667,10/10/2013,20:00
hudson,nh,United States,light,5.0,5 seconds,10/14/2013,42.7647222,-71.4402778,10/10/2013,20:00
grand blanc,mi,United States,light,1200.0,20 minutes,10/14/2013,42.9275,-83.63,10/10/2013,20:30
savage,mn,United States,circle,60.0,1 minute,10/14/2013,44.7791667,-93.3361111,10/10/2013,20:30
warren,mi,United States,sphere,45.0,45 seconds,10/14/2013,42.4775,-83.0277778,10/10/2013,20:32
canton,mi,United States,triangle,180.0,3 minutes,10/14/2013,42.3086111,-83.4822222,10/10/2013,20:35
lost creek,wv,United States,triangle,45.0,45 seconds,10/14/2013,39.1611111,-80.3522222,10/10/2013,21:17
hudson,nh,United States,light,1.0,1 second,10/14/2013,42.7647222,-71.4402778,10/10/2013,21:30
jupiter,fl,United States,egg,14400.0,possible 4 hrs.,7/11/2000,26.9338889,-80.0944444,10/11/1973,16:45
brighton,mi,United States,circle,300.0,5 miniutes,10/28/2002,42.5294444,-83.7802778,10/11/1978,23:00
alice springs  (nt&#44 australia),,Australia,,20.0,20 seconds,1/19/2005,-23.697479,133.883621,10/11/1986,20:30
minnetonka,mn,United States,light,30.0,30 seconds,10/14/2013,44.9133333,-93.5030556,10/11/1987,21:30
otto,mo,United States,fireball,60.0,60 seconds,8/19/2000,38.3708333,-90.5002778,10/11/1987,23:59
kewanee,il,United States,sphere,180.0,2 to 3 minutes,10/15/2003,41.2455556,-89.9247222,10/11/1989,21:00
kewanee,il,United States,sphere,300.0,5 minutes,7/26/2002,41.2455556,-89.9247222,10/11/1989,21:00
albuquerque,nm,United States,sphere,900.0,15 minutes,3/6/2001,35.0844444,-106.6505556,10/11/1992,10:00
jackson,nj,United States,triangle,300.0,5mins,1/29/2002,39.7763889,-74.8627778,10/11/1994,02:00
riverside,ca,United States,chevron,4.0,4 seconds,1/28/1999,33.9533333,-117.3952778,10/11/1994,04:00
new york city (brooklyn),ny,United States,,720.0,12 min.,11/2/1999,40.7141667,-74.0063889,10/11/1995,18:30
huntington,wv,United States,,120.0,2 min.,11/2/1999,38.4191667,-82.4452778,10/11/1995,20:00
damascus,va,United States,light,60.0,60 sec.,9/24/2003,36.6336111,-81.7838889,10/11/1996,22:00
hafnarfjordur (iceland),,Iceland,sphere,300.0,5 min,6/12/2008,64.066667,-21.95,10/11/1997,22:00
montara,ca,United States,other,3600.0,1 hour,11/1/1998,37.5422222,-122.515,10/11/1998,02:15
vega baja (puerto rico),pr,United States,cigar,120.0,2 minutes,11/1/1998,18.4463889,-66.3880556,10/11/1998,14:05
mount carmel,tn,United States,light,10.0,10 seconds,11/1/1998,36.5452778,-82.6611111,10/11/1998,14:30
highland,in,United States,sphere,14400.0,4 hrs +,11/1/1998,39.7944444,-87.3958333,10/11/1998,20:30
bar harbor (bar island crossover),me,United States,sphere,30.0,30 seconds,11/1/1998,44.3875,-68.2044444,10/11/1998,22:40
elk grove,ca,United States,fireball,4.0,4 seconds,11/1/1998,38.4088889,-121.3705556,10/11/1998,22:45
montgomery,al,United States,light,180.0,3 minutes,3/21/2003,32.3666667,-86.3,10/11/1999,00:15
los angeles,ca,United States,light,300.0,5min,10/19/1999,34.0522222,-118.2427778,10/11/1999,04:30
somerset?,wi,United States,unknown,120.0,2 minutes,10/19/1999,45.124411,-92.673537,10/11/1999,06:10
three rivers,mi,United States,oval,600.0,10minuets,10/19/1999,41.9438889,-85.6325,10/11/1999,07:40
canby,or,United States,light,10.0,10 seconds,10/19/1999,45.2630556,-122.6913889,10/11/1999,09:10
parry sound (near) (canada),on,Canada,disk,6.0,6 seconds,4/22/2003,45.333333,-80.033333,10/11/1999,18:00
portville,ny,United States,oval,30.0,30 seconds,10/19/1999,42.0386111,-78.3411111,10/11/1999,20:15
portville,ny,United States,oval,30.0,30 seconds,10/19/1999,42.0386111,-78.3411111,10/11/1999,20:15
portville,ny,United States,oval,60.0,1 minute,10/19/1999,42.0386111,-78.3411111,10/11/1999,20:15
portville,ny,United States,oval,60.0,1 minute,10/19/1999,42.0386111,-78.3411111,10/11/1999,20:15
kirbyville (due south of),mo,United States,other,5400.0,1.5hours,10/19/1999,36.6230556,-93.1638889,10/11/1999,20:35
winnemucca,nv,United States,cigar,2.0,seconds,10/19/1999,40.9730556,-117.7347222,10/11/1999,21:00
ashland,or,United States,triangle,45.0,30-45 sec.,10/19/1999,42.1947222,-122.7083333,10/11/1999,21:10
augusta,ks,United States,light,600.0,10 mins,11/9/1999,37.6866667,-96.9763889,10/11/1999,21:30
montgomery,tx,United States,light,3600.0,1hrs,10/19/1999,30.3880556,-95.6961111,10/11/1999,21:30
eureka springs,ar,United States,light,900.0,15 min.,11/2/1999,36.4011111,-93.7377778,10/11/1999,21:45
parker&#39s lake,ky,United States,disk,900.0,10-15 min,10/19/1999,37.704344,-88.426757,10/11/1999,22:15
addison (i-355 and us 20 (lake st.),il,United States,disk,600.0,10 min,11/9/1999,41.9316667,-87.9888889,10/11/1999,22:30
london (uk/england),,United Kingdom,diamond,3.0,3 seconds,12/2/2000,51.514125,-0.093689,10/11/2000,19:30
watertown,ny,United States,light,30.0,30 seconds,12/2/2000,43.9747222,-75.9111111,10/11/2000,20:00
elverta,ca,United States,light,30.0,hours,12/2/2000,38.7138889,-121.4616667,10/11/2000,22:00
dolgellau (uk/wales),,United Kingdom,changing,240.0,3 or 4 minutes,12/20/2000,52.75,-3.883333,10/11/2000,22:09
whittier,ca,United States,light,1500.0,20-25 mins,12/12/2011,33.9791667,-118.0319444,10/11/2000,23:30
somerset,wi,United States,light,10800.0,3 hours+,11/20/2001,45.1244444,-92.6733333,10/11/2001,01:00
fairbanks,ak,United States,other,1800.0,30 minutes,10/12/2001,64.8377778,-147.7163889,10/11/2001,02:15
denver,co,United States,light,900.0,15 minutes,10/12/2001,39.7391667,-104.9841667,10/11/2001,05:15
columbia,ms,United States,teardrop,300.0,5 minutes,11/20/2001,31.2516667,-89.8375,10/11/2001,08:15
grass valley,ca,United States,triangle,60.0,1 minute,10/12/2001,39.2191667,-121.06,10/11/2001,20:35
lima,oh,United States,teardrop,300.0,5 minutes,10/12/2001,40.7425,-84.1052778,10/11/2001,23:49
springfield,mo,United States,fireball,6.0,6 seconds,10/15/2002,37.2152778,-93.2980556,10/11/2002,06:17
reno,nv,United States,sphere,600.0,10 min,10/15/2002,39.5297222,-119.8127778,10/11/2002,13:25
randolph,ma,United States,cylinder,300.0,5min,11/4/2002,42.1625,-71.0416667,10/11/2002,16:15
dallas,tx,United States,fireball,3.0,3 seconds,10/28/2002,32.7833333,-96.8,10/11/2002,20:36
san diego,ca,United States,,172800.0,2 days?,10/31/2003,32.7152778,-117.1563889,10/11/2003,00:00
austin,mn,United States,circle,5.0,5 seconds,10/15/2003,43.6666667,-92.9744444,10/11/2003,00:20
new york city (manhattan),ny,United States,egg,120.0,2 minutes,4/16/2005,40.7141667,-74.0063889,10/11/2003,01:29
truckee,ca,United States,sphere,3.0,2-3 secs,10/15/2003,39.3280556,-120.1822222,10/11/2003,03:00
fort knox,ky,United States,fireball,3.0,2-3 seconds,11/8/2003,37.916104,-85.956247,10/11/2003,07:00
newaygo,mi,United States,circle,40.0,30-40 sec,11/26/2003,43.4197222,-85.8,10/11/2003,11:32
nebraska (above?&#44 or above south dakota),ne,United States,cigar,2.0,seconds,10/15/2003,41.492537,-99.901813,10/11/2003,13:00
placerville,ca,United States,light,600.0,ten minutes,10/31/2003,38.7297222,-120.7975,10/11/2003,19:05
frederick,co,United States,unknown,10.0,10 seconds,10/15/2003,40.0991667,-104.9366667,10/11/2003,20:00
bloomington,in,United States,disk,180.0,3.minutes,10/15/2003,39.1652778,-86.5263889,10/11/2003,20:30
independence,mo,United States,chevron,600.0,10 minutes,11/8/2003,39.0911111,-94.4152778,10/11/2003,22:40
honolulu,hi,United States,triangle,3.0,2-3 seconds,10/27/2004,21.3069444,-157.8583333,10/11/2004,01:00
los angeles,ca,United States,rectangle,20.0,15-20 secs,10/27/2004,34.0522222,-118.2427778,10/11/2004,02:37
dallas,or,United States,light,20.0,20 seconds,10/27/2004,44.9194444,-123.3158333,10/11/2004,03:40
pitman,nj,United States,other,7200.0,2 hours,10/27/2004,39.7327778,-75.1319444,10/11/2004,04:15
san jose,ca,United States,light,15.0,12-15seconds,10/27/2004,37.3394444,-121.8938889,10/11/2004,05:00
nuevo laredo (mexico),,Mexico,light,1200.0,20min,7/16/2006,27.477936,-99.549573,10/11/2004,10:00
salinas,ca,United States,formation,2700.0,45 minutes,10/27/2004,36.6777778,-121.6544444,10/11/2004,11:00
arroyo grande,ca,United States,circle,60.0,1 minute,12/14/2004,35.1186111,-120.5897222,10/11/2004,14:00
fresno,ca,United States,rectangle,120.0,2 minutes,11/11/2013,36.7477778,-119.7713889,10/11/2004,18:00
strongsvilles,oh,United States,light,5.0,5 seconds,10/27/2004,41.314497,-81.83569,10/11/2004,19:00
laredo,tx,United States,fireball,1351.0,22:31,12/3/2004,27.5061111,-99.5072222,10/11/2004,22:29
lake worth,fl,United States,formation,7200.0,2 hours,10/27/2004,26.6155556,-80.0572222,10/11/2004,23:00
williamsville,ny,United States,light,540.0,9 minutes,10/27/2004,42.9638889,-78.7380556,10/11/2004,23:15
cannock (uk/england),,United Kingdom,formation,180.0,3 minutes,10/20/2005,52.683333,-2.016667,10/11/2005,00:00
holiday,fl,United States,light,180.0,ohrs,10/20/2005,28.1875,-82.7397222,10/11/2005,00:00
eagan,mn,United States,circle,7200.0,2 hours plus,10/11/2005,44.8041667,-93.1666667,10/11/2005,03:00
siloam sprngs,ar,United States,circle,180.0,3 min,10/20/2005,36.188137,-94.540496,10/11/2005,03:20
canyonlands np,ut,United States,formation,600.0,10 minutes,10/20/2005,39.32098,-111.093731,10/11/2005,16:00
lake point,ut,United States,light,720.0,about 12 mins,10/20/2005,40.6808333,-112.2622222,10/11/2005,16:36
pearl harbor,hi,United States,light,2.0,2 seconds,10/20/2005,21.344507,-157.974891,10/11/2005,18:33
peoria,az,United States,light,5400.0,90 minutes,10/20/2005,33.5805556,-112.2366667,10/11/2005,18:45
buckeye,az,United States,formation,1800.0,30 minutes,10/20/2005,33.3702778,-112.5830556,10/11/2005,19:00
casa grande,az,United States,light,1800.0,30 minutes,10/20/2005,32.8794444,-111.7566667,10/11/2005,19:00
tempe,az,United States,triangle,3.0,~3 sec,10/20/2005,33.4147222,-111.9086111,10/11/2005,19:30
mobile,al,United States,light,1800.0,30 minutes?,10/20/2005,30.6941667,-88.0430556,10/11/2005,19:45
little ferry,nj,United States,oval,300.0,5 min,12/16/2005,40.8527778,-74.0425,10/11/2005,21:00
wall lake,ia,United States,light,10.0,10 seconds,10/20/2005,42.2711111,-95.0927778,10/11/2005,21:00
rotherham (south yorkshire) (uk/england),,United Kingdom,oval,3600.0,1hr,12/16/2005,53.433333,-1.35,10/11/2005,21:50
nashville,tn,United States,disk,13.0,13 sec,10/30/2006,36.1658333,-86.7844444,10/11/2006,01:25
calumet city,in,United States,circle,420.0,7 minutes,10/30/2006,41.615591,-87.529487,10/11/2006,02:00
york,me,United States,disk,30.0,30 seconds,10/30/2006,43.161748,-70.648258,10/11/2006,05:40
littlerock,ar,United States,oval,600.0,10 minutes,10/30/2006,34.746481,-92.289595,10/11/2006,09:00
lynnwood,wa,United States,unknown,120.0,a few minutes,10/30/2006,47.8211111,-122.3138889,10/11/2006,11:29
monterey park,ca,United States,fireball,120.0,1 -2 minutes,12/7/2006,34.0625,-118.1219444,10/11/2006,19:00
two harbors,mn,United States,light,600.0,10 minutes,12/7/2006,47.0227778,-91.6705556,10/11/2006,19:30
pensacola,fl,United States,diamond,3600.0,1 hour,10/30/2006,30.4211111,-87.2169444,10/11/2006,20:45
milton,fl,United States,light,900.0,15 minutes,10/30/2006,30.6322222,-87.0397222,10/11/2006,21:00
kidlington (uk/england),,United Kingdom,formation,5.0,5 sec,10/30/2006,51.816667,-1.283333,10/11/2006,21:20
la crescenta,ca,United States,circle,3.0,3 seconds,10/30/2006,34.2241667,-118.2391667,10/11/2006,21:32
enid,ok,United States,light,60.0,about 1 minute,10/30/2006,36.3955556,-97.8780556,10/11/2006,22:00
pampa,tx,United States,triangle,60.0,1 minute,10/30/2006,35.5361111,-100.9594444,10/11/2006,23:00
rome,ny,United States,oval,120.0,a min or two,2/1/2007,43.2127778,-75.4561111,10/11/2006,24:00
melbourne,ky,United States,oval,360.0,6 minutes,11/28/2007,39.0297222,-84.3663889,10/11/2007,04:40
carlton,or,United States,cylinder,900.0,15min,11/28/2007,45.2944444,-123.1752778,10/11/2007,10:10
clackamas,or,United States,circle,900.0,15 minutes,11/28/2007,45.4077778,-122.5691667,10/11/2007,16:00
brassall (australia),,Australia,unknown,3600.0,1 hour +,11/28/2007,-27.597553,152.7455,10/11/2007,19:28
seattle,wa,United States,triangle,10.0,10 seconds,11/28/2007,47.6063889,-122.3308333,10/11/2007,19:50
tega cay,sc,United States,light,1800.0,30 minutes,11/28/2007,35.0241667,-81.0280556,10/11/2007,20:15
gulf shores,al,United States,disk,1800.0,30 min.,11/28/2007,30.2458333,-87.7008333,10/11/2007,20:30
london (uk/england),,United Kingdom,unknown,300.0,5 minutes,3/4/2008,51.514125,-0.093689,10/11/2007,23:00
klagenfurt (austria),,Austria,chevron,60.0,1 minute,3/19/2009,46.62794,14.30899,10/11/2008,00:00
brownsville,tx,United States,disk,3.0,3 seconds,10/31/2008,25.9013889,-97.4972222,10/11/2008,04:30
concord,ca,United States,light,180.0,2-3 minutes,10/31/2008,37.9780556,-122.03,10/11/2008,06:00
salisbury,nc,United States,sphere,20.0,20 secounds,10/31/2008,35.6708333,-80.4744444,10/11/2008,13:00
bellmere (australia),,Australia,cylinder,240.0,4 minutes,1/10/2009,-27.088079,152.928057,10/11/2008,17:30
bridgeport,ct,United States,circle,7200.0,2 hours,10/31/2008,41.1669444,-73.2052778,10/11/2008,19:00
dover,md,United States,sphere,7200.0,2 hours?,10/31/2008,39.5122222,-76.7697222,10/11/2008,19:00
riverside,ca,United States,light,60.0,1 min approx,10/31/2008,33.9533333,-117.3952778,10/11/2008,19:00
naples,fl,United States,triangle,30.0,30 seconds,10/31/2008,26.1416667,-81.795,10/11/2008,19:30
centerville,tx,United States,light,900.0,15 minutes,3/19/2009,31.2577778,-95.9780556,10/11/2008,20:30
villa park/lombard,il,United States,changing,300.0,5 minutes,3/19/2009,41.885738,-87.969213,10/11/2008,20:30
albuquerque,nm,United States,fireball,120.0,2 minutes,10/31/2008,35.0844444,-106.6505556,10/11/2008,22:20
los angeles,ca,United States,triangle,30.0,30 seconds,10/31/2008,34.0522222,-118.2427778,10/11/2008,22:30
sedro woolley,wa,United States,unknown,10.0,10 seconds,12/12/2009,48.50389,-122.23611,10/11/2009,00:00
deer park,ny,United States,other,10800.0,3 hrs,12/12/2009,40.7616667,-73.3297222,10/11/2009,02:45
crisfield,md,United States,light,600.0,5 to 10 min,12/12/2009,37.9833333,-75.8541667,10/11/2009,04:00
st. john&#39s (canada),nf,Canada,flash,5.0,>5 seconds,12/12/2009,47.55,-52.666667,10/11/2009,04:45
plymouth,mi,United States,triangle,20.0,20 seconds,6/27/2011,42.3713889,-83.4702778,10/11/2009,09:45
glendale,az,United States,egg,1200.0,20 minutes,12/12/2009,33.5386111,-112.1852778,10/11/2009,12:30
louisville,ky,United States,disk,120.0,several minutes,12/12/2009,38.2541667,-85.7594444,10/11/2009,18:00
west palm beach,fl,United States,oval,3.0,3 seconds,12/12/2009,26.7052778,-80.0366667,10/11/2009,18:05
north smithfield,ri,United States,circle,15.0,10 to 15 seconds,12/12/2009,41.9666667,-71.55,10/11/2009,19:00
putnamville,in,United States,flash,540.0,8 - 9 minutes,12/12/2009,39.5741667,-86.8652778,10/11/2009,19:50
madison,wi,United States,light,180.0,3 minutes,12/12/2009,43.0730556,-89.4011111,10/11/2009,21:55
redondo beach,ca,United States,other,1200.0,20 min,11/21/2010,33.8491667,-118.3875,10/11/2010,00:30
moxee,wa,United States,rectangle,1.0,1 sec and 1 sec,11/21/2010,46.553733,-120.383162,10/11/2010,04:00
albany,ny,United States,oval,120.0,2 min,11/21/2010,42.6525,-73.7566667,10/11/2010,04:50
west palm beach,fl,United States,sphere,2400.0,40 min,11/21/2010,26.7052778,-80.0366667,10/11/2010,06:20
orangevale,ca,United States,changing,2700.0,about 45 min,11/21/2010,38.6786111,-121.2247222,10/11/2010,12:30
cottage grove,mn,United States,light,240.0,3-4 minutes,11/21/2010,44.8277778,-92.9436111,10/11/2010,19:40
glendora,ca,United States,circle,60.0,1 min,11/21/2010,34.1361111,-117.8644444,10/11/2010,20:50
ramona,ca,United States,triangle,5.0,3-5 seconds,11/21/2010,33.0416667,-116.8672222,10/11/2010,20:53
union city,ca,United States,other,15.0,15 seconds,11/21/2010,37.5958333,-122.0180556,10/11/2010,21:35
clinton township,mi,United States,fireball,15.0,15 seconds,11/21/2010,42.586888,-82.919551,10/11/2010,23:20
omaha,il,United States,chevron,120.0,2 min,10/19/2011,37.8902778,-88.3030556,10/11/2011,03:15
henderson,nv,United States,other,180.0,3 minutes,10/19/2011,36.0397222,-114.9811111,10/11/2011,08:40
cedar city,ut,United States,light,8.0,8 seconds,10/19/2011,37.6775,-113.0611111,10/11/2011,15:00
des moines,ia,United States,light,90.0,90 seconds,12/12/2011,41.6005556,-93.6088889,10/11/2011,19:40
new bedford,ma,United States,circle,1800.0,30-minutes,12/12/2011,41.6361111,-70.9347222,10/11/2011,19:42
monroe,ct,United States,,300.0,5 min.,10/19/2011,41.3325,-73.2077778,10/11/2011,21:00
holden beach,nc,United States,circle,30.0,30 seconds,10/19/2011,33.9133333,-78.3041667,10/11/2011,21:10
harrodsburg,ky,United States,unknown,480.0,8 min,5/29/2012,37.7622222,-84.8433333,10/11/2011,23:23
worcester,ma,United States,unknown,4.0,4 seconds,10/30/2012,42.2625,-71.8027778,10/11/2012,01:00
watchung (was my perspective),nj,United States,sphere,3600.0,1 hour about,10/30/2012,40.6377778,-74.4513889,10/11/2012,02:45
tewksbury,ma,United States,light,2.0,2 seconds,10/30/2012,42.6105556,-71.2347222,10/11/2012,04:00
bablyon,ny,United States,disk,120.0,2 minutes,10/30/2012,40.695655,-73.325675,10/11/2012,07:00
angola,in,United States,cigar,7200.0,2 hours,10/30/2012,41.6347222,-84.9994444,10/11/2012,08:00
arbutus,md,United States,light,300.0,5 minutes,10/30/2012,39.2544444,-76.7002778,10/11/2012,19:30
